Key,Hashing,Indice,Collisions TS1,Collisions TS2,Collisions TS3,Collisions TS4,Collisions TS5
1,LP,52,0,0,0,0,0
1,QP,52,0,0,0,0,0
1,SC,53,0,0,0,0,0
1,LP,53,0,0,0,0,0
1,QP,53,0,0,0,0,0
1,SC,54,0,0,0,0,0
1,LP,54,0,0,0,0,0
1,QP,54,0,0,0,0,0
1,SC,55,0,0,0,0,0
1,LP,55,0,0,0,0,0
1,QP,55,0,0,0,0,0
1,SC,56,0,0,0,0,0
1,LP,56,0,0,0,0,0
1,QP,56,0,0,0,0,0
1,SC,57,0,0,0,0,0
1,LP,57,0,0,0,0,0
1,QP,57,0,0,0,0,0
1,SC,58,0,0,0,0,0
1,LP,58,0,0,0,0,0
1,QP,58,0,0,0,0,0
1,SC,59,0,0,0,0,0
1,LP,59,0,0,0,0,0
1,QP,59,0,0,0,0,0
1,SC,60,0,0,0,0,0
1,LP,60,0,0,0,0,0
1,QP,60,0,0,0,0,0
1,SC,61,0,0,0,0,0
1,LP,61,0,0,0,0,0
1,QP,61,0,0,0,0,0
1,SC,62,0,0,0,0,0
1,LP,62,0,0,0,0,0
1,QP,62,0,0,0,0,0
1,SC,63,0,0,0,0,0
1,LP,63,0,0,0,0,0
1,QP,63,0,0,0,0,0
1,SC,64,0,0,0,0,0
1,LP,64,0,0,0,0,0
1,QP,64,0,0,0,0,0
1,SC,65,0,0,0,0,0
1,LP,65,0,0,0,0,0
1,QP,65,0,0,0,0,0
1,SC,66,0,0,0,0,0
1,LP,66,0,0,0,0,0
1,QP,66,0,0,0,0,0
1,SC,67,0,0,0,0,0
1,LP,67,0,0,0,0,0
1,QP,67,0,0,0,0,0
1,SC,68,0,0,0,0,0
1,LP,68,0,0,0,0,0
1,QP,68,0,0,0,0,0
1,SC,69,0,0,0,0,0
1,LP,69,0,0,0,0,0
1,QP,69,0,0,0,0,0
1,SC,70,0,0,0,0,0
1,LP,70,0,0,0,0,0
1,QP,70,0,0,0,0,0
1,SC,71,0,0,0,0,0
1,LP,71,0,0,0,0,0
1,QP,71,0,0,0,0,0
1,SC,72,0,0,0,0,0
1,LP,72,0,0,0,0,0
1,QP,72,0,0,0,0,0
1,SC,73,0,0,0,0,0
1,LP,73,0,0,0,0,0
1,QP,73,0,0,0,0,0
1,SC,74,0,0,0,0,0
1,LP,74,0,0,0,0,0
1,QP,74,0,0,0,0,0
1,SC,75,0,0,0,0,0
1,LP,75,0,0,0,0,0
1,QP,75,0,0,0,0,0
1,SC,76,0,0,0,0,0
1,LP,76,0,0,0,0,0
1,QP,76,0,0,0,0,0
1,SC,77,0,0,0,0,0
1,LP,77,0,0,0,0,0
1,QP,77,0,0,0,0,0
1,SC,78,0,0,0,0,0
1,LP,78,0,0,0,0,0
1,QP,78,0,0,0,0,0
1,SC,79,0,0,0,0,0
1,LP,79,0,0,0,0,0
1,QP,79,0,0,0,0,0
1,SC,80,0,0,0,0,0
1,LP,80,0,0,0,0,0
1,QP,80,0,0,0,0,0
1,SC,81,0,0,0,0,0
1,LP,81,0,0,0,0,0
1,QP,81,0,0,0,0,0
1,SC,82,0,0,0,0,0
1,LP,82,0,0,0,0,0
1,QP,82,0,0,0,0,0
1,SC,83,0,0,0,0,0
1,LP,83,0,0,0,0,0
1,QP,83,0,0,0,0,0
1,SC,84,0,0,0,0,0
1,LP,84,0,0,0,0,0
1,QP,84,0,0,0,0,0
1,SC,85,0,0,0,0,0
1,LP,85,0,0,0,0,0
1,QP,85,0,0,0,0,0
1,SC,86,0,0,0,0,0
1,LP,86,0,0,0,0,0
1,QP,86,0,0,0,0,0
1,SC,87,0,0,0,0,0
1,LP,87,0,0,0,0,0
1,QP,87,0,0,0,0,0
1,SC,88,0,0,0,0,0
1,LP,88,0,0,0,0,0
1,QP,88,0,0,0,0,0
1,SC,89,0,0,0,0,0
1,LP,89,0,0,0,0,0
1,QP,89,0,0,0,0,0
1,SC,90,0,0,0,0,0
1,LP,90,0,0,0,0,0
1,QP,90,0,0,0,0,0
1,SC,91,0,0,0,0,0
1,LP,91,0,0,0,0,0
1,QP,91,0,0,0,0,0
1,SC,92,0,0,0,0,0
1,LP,92,0,0,0,0,0
1,QP,92,0,0,0,0,0
1,SC,93,0,0,0,0,0
1,LP,93,0,0,0,0,0
1,QP,93,0,0,0,0,0
1,SC,94,0,0,0,0,0
1,LP,94,0,0,0,0,0
1,QP,94,0,0,0,0,0
1,SC,95,0,0,0,0,0
1,LP,95,0,0,0,0,0
1,QP,95,0,0,0,0,0
1,SC,96,0,0,0,0,0
1,LP,96,0,0,0,0,0
1,QP,96,0,0,0,0,0
1,SC,97,0,0,0,0,0
1,LP,97,0,0,0,0,0
1,QP,97,0,0,0,0,0
1,SC,98,0,0,0,0,0
1,LP,98,0,0,0,0,0
1,QP,98,0,0,0,0,0
1,SC,99,0,0,0,0,0
1,LP,99,0,0,0,0,0
1,QP,99,0,0,0,0,0
1,SC,100,0,0,0,0,0
1,LP,100,0,0,0,0,0
1,QP,100,0,0,0,0,0
1,SC,101,0,0,0,0,0
1,LP,101,0,0,0,0,0
1,QP,101,0,0,0,0,0
1,SC,102,0,0,0,0,0
1,LP,102,0,0,0,0,0
1,QP,102,0,0,0,0,0
1,SC,103,0,0,0,0,0
1,LP,103,0,0,0,0,0
1,QP,103,0,0,0,0,0
1,SC,104,0,0,0,0,0
1,LP,104,0,0,0,0,0
1,QP,104,0,0,0,0,0
1,SC,105,0,0,0,0,0
1,LP,105,0,0,0,0,0
1,QP,105,0,0,0,0,0
1,SC,106,0,0,0,0,0
1,LP,106,0,0,0,0,0
1,QP,106,0,0,0,0,0
1,SC,107,0,0,0,0,0
1,LP,107,0,0,0,0,0
1,QP,107,0,0,0,0,0
1,SC,108,0,0,0,0,0
1,LP,108,0,0,0,0,0
1,QP,108,0,0,0,0,0
1,SC,109,0,0,0,0,0
1,LP,109,0,0,0,0,0
1,QP,109,0,0,0,0,0
1,SC,110,0,0,0,0,0
1,LP,110,0,0,0,0,0
1,QP,110,0,0,0,0,0
1,SC,111,0,0,0,0,0
1,LP,111,0,0,0,0,0
1,QP,111,0,0,0,0,0
1,SC,112,0,0,0,0,0
1,LP,112,0,0,0,0,0
1,QP,112,0,0,0,0,0
1,SC,113,0,0,0,0,0
1,LP,113,0,0,0,0,0
1,QP,113,0,0,0,0,0
1,SC,114,0,0,0,0,0
1,LP,114,0,0,0,0,0
1,QP,114,0,0,0,0,0
1,SC,115,0,0,0,0,0
1,LP,115,0,0,0,0,0
1,QP,115,0,0,0,0,0
1,SC,116,0,0,0,0,0
1,LP,116,0,0,0,0,0
1,QP,116,0,0,0,0,0
1,SC,117,0,0,0,0,0
1,LP,117,0,0,0,0,0
1,QP,117,0,0,0,0,0
1,SC,118,0,0,0,0,0
1,LP,118,0,0,0,0,0
1,QP,118,0,0,0,0,0
1,SC,119,0,0,0,0,0
1,LP,119,0,0,0,0,0
1,QP,119,0,0,0,0,0
1,SC,120,0,0,0,0,0
1,LP,120,0,0,0,0,0
1,QP,120,0,0,0,0,0
1,SC,121,0,0,0,0,0
1,LP,121,0,0,0,0,0
1,QP,121,0,0,0,0,0
1,SC,122,0,0,0,0,0
1,LP,122,0,0,0,0,0
1,QP,122,0,0,0,0,0
1,SC,123,0,0,0,0,0
1,LP,123,0,0,0,0,0
1,QP,123,0,0,0,0,0
1,SC,124,0,0,0,0,0
1,LP,124,0,0,0,0,0
1,QP,124,0,0,0,0,0
1,SC,125,0,0,0,0,0
1,LP,125,0,0,0,0,0
1,QP,125,0,0,0,0,0
1,SC,126,0,0,0,0,0
1,LP,126,0,0,0,0,0
1,QP,126,0,0,0,0,0
1,SC,127,0,0,0,0,0
1,LP,127,0,0,0,0,0
1,QP,127,0,0,0,0,0
1,SC,128,0,0,0,0,0
1,LP,128,0,0,0,0,0
1,QP,128,0,0,0,0,0
1,SC,129,0,0,0,0,0
1,LP,129,0,0,0,0,0
1,QP,129,0,0,0,0,0
1,SC,130,0,0,0,0,0
1,LP,130,0,0,0,0,0
1,QP,130,0,0,0,0,0
1,SC,131,0,0,0,0,0
1,LP,131,0,0,0,0,0
1,QP,131,0,0,0,0,0
1,SC,132,0,0,0,0,0
1,LP,132,0,0,0,0,0
1,QP,132,0,0,0,0,0
1,SC,133,0,0,0,0,0
1,LP,133,0,0,0,0,0
1,QP,133,0,0,0,0,0
1,SC,134,0,0,0,0,0
1,LP,134,0,0,0,0,0
1,QP,134,0,0,0,0,0
1,SC,135,0,0,0,0,0
1,LP,135,0,0,0,0,0
1,QP,135,0,0,0,0,0
1,SC,136,0,0,0,0,0
1,LP,136,0,0,0,0,0
1,QP,136,0,0,0,0,0
1,SC,137,0,0,0,0,0
1,LP,137,0,0,0,0,0
1,QP,137,0,0,0,0,0
1,SC,138,0,0,0,0,0
1,LP,138,0,0,0,0,0
1,QP,138,0,0,0,0,0
1,SC,139,0,0,0,0,0
1,LP,139,0,0,0,0,0
1,QP,139,0,0,0,0,0
1,SC,140,0,0,0,0,0
1,LP,140,0,0,0,0,0
1,QP,140,0,0,0,0,0
1,SC,141,0,0,0,0,0
1,LP,141,0,0,0,0,0
1,QP,141,0,0,0,0,0
1,SC,142,0,0,0,0,0
1,LP,142,0,0,0,0,0
1,QP,142,0,0,0,0,0
1,SC,143,0,0,0,0,0
1,LP,143,0,0,0,0,0
1,QP,143,0,0,0,0,0
1,SC,144,0,0,0,0,0
1,LP,144,0,0,0,0,0
1,QP,144,0,0,0,0,0
1,SC,145,0,0,0,0,0
1,LP,145,0,0,0,0,0
1,QP,145,0,0,0,0,0
1,SC,146,0,0,0,0,0
1,LP,146,0,0,0,0,0
1,QP,146,0,0,0,0,0
1,SC,147,0,0,0,0,0
1,LP,147,0,0,0,0,0
1,QP,147,0,0,0,0,0
1,SC,148,0,0,0,0,0
1,LP,148,0,0,0,0,0
1,QP,148,0,0,0,0,0
1,SC,149,0,0,0,0,0
1,LP,149,0,0,0,0,0
1,QP,149,0,0,0,0,0
1,SC,150,0,0,0,0,0
1,LP,150,0,0,0,0,0
1,QP,150,0,0,0,0,0
1,SC,151,0,0,0,0,0
1,LP,151,0,0,0,0,0
1,QP,151,0,0,0,0,0
1,SC,152,0,0,0,0,0
1,LP,152,0,0,0,0,0
1,QP,152,0,0,0,0,0
1,SC,153,0,0,0,0,0
1,LP,153,0,0,0,0,0
1,QP,153,0,0,0,0,0
1,SC,154,0,0,0,0,0
1,LP,154,0,0,0,0,0
1,QP,154,0,0,0,0,0
1,SC,155,0,0,0,0,0
1,LP,155,0,0,0,0,0
1,QP,155,0,0,0,0,0
1,SC,156,0,0,0,0,0
1,LP,156,0,0,0,0,0
1,QP,156,0,0,0,0,0
1,SC,157,0,0,0,0,0
1,LP,157,0,0,0,0,0
1,QP,157,0,0,0,0,0
1,SC,158,0,0,0,0,0
1,LP,158,0,0,0,0,0
1,QP,158,0,0,0,0,0
1,SC,159,0,0,0,0,0
1,LP,159,0,0,0,0,0
1,QP,159,0,0,0,0,0
1,SC,160,0,0,0,0,0
1,LP,160,0,0,0,0,0
1,QP,160,0,0,0,0,0
1,SC,161,0,0,0,0,0
1,LP,161,0,0,0,0,0
1,QP,161,0,0,0,0,0
1,SC,162,0,0,0,0,0
1,LP,162,0,0,0,0,0
1,QP,162,0,0,0,0,0
1,SC,163,0,0,0,0,0
1,LP,163,0,0,0,0,0
1,QP,163,0,0,0,0,0
1,SC,164,0,0,0,0,0
1,LP,164,0,0,0,0,0
1,QP,164,0,0,0,0,0
1,SC,165,0,0,0,0,0
1,LP,165,0,0,0,0,0
1,QP,165,0,0,0,0,0
1,SC,166,0,0,0,0,0
1,LP,166,0,0,0,0,0
1,QP,166,0,0,0,0,0
1,SC,167,0,0,0,0,0
1,LP,167,0,0,0,0,0
1,QP,167,0,0,0,0,0
1,SC,168,0,0,0,0,0
1,LP,168,0,0,0,0,0
1,QP,168,0,0,0,0,0
1,SC,169,0,0,0,0,0
1,LP,169,0,0,0,0,0
1,QP,169,0,0,0,0,0
1,SC,170,0,0,0,0,0
1,LP,170,0,0,0,0,0
1,QP,170,0,0,0,0,0
1,SC,171,0,0,0,0,0
1,LP,171,0,0,0,0,0
1,QP,171,0,0,0,0,0
1,SC,172,0,0,0,0,0
1,LP,172,0,0,0,0,0
1,QP,172,0,0,0,0,0
1,SC,173,0,0,0,0,0
1,LP,173,0,0,0,0,0
1,QP,173,0,0,0,0,0
1,SC,174,0,0,0,0,0
1,LP,174,0,0,0,0,0
1,QP,174,0,0,0,0,0
1,SC,175,0,0,0,0,0
1,LP,175,0,0,0,0,0
1,QP,175,0,0,0,0,0
1,SC,176,0,0,0,0,0
1,LP,176,0,0,0,0,0
1,QP,176,0,0,0,0,0
1,SC,177,0,0,0,0,0
1,LP,177,0,0,0,0,0
1,QP,177,0,0,0,0,0
1,SC,178,0,0,0,0,0
1,LP,178,0,0,0,0,0
1,QP,178,0,0,0,0,0
1,SC,179,0,0,0,0,0
1,LP,179,0,0,0,0,0
1,QP,179,0,0,0,0,0
1,SC,180,0,0,0,0,0
1,LP,180,0,0,0,0,0
1,QP,180,0,0,0,0,0
1,SC,181,0,0,0,0,0
1,LP,181,0,0,0,0,0
1,QP,181,0,0,0,0,0
1,SC,182,0,0,0,0,0
1,LP,182,0,0,0,0,0
1,QP,182,0,0,0,0,0
1,SC,183,0,0,0,0,0
1,LP,183,0,0,0,0,0
1,QP,183,0,0,0,0,0
1,SC,184,0,0,0,0,0
1,LP,184,0,0,0,0,0
1,QP,184,0,0,0,0,0
1,SC,185,0,0,0,0,0
1,LP,185,0,0,0,0,0
1,QP,185,0,0,0,0,0
1,SC,186,0,0,0,0,0
1,LP,186,0,0,0,0,0
1,QP,186,0,0,0,0,0
1,SC,187,0,0,0,0,0
1,LP,187,0,0,0,0,0
1,QP,187,0,0,0,0,0
1,SC,188,0,0,0,0,0
1,LP,188,0,0,0,0,0
1,QP,188,0,0,0,0,0
1,SC,189,0,0,0,0,0
1,LP,189,0,0,0,0,0
1,QP,189,0,0,0,0,0
1,SC,190,0,0,0,0,0
1,LP,190,0,0,0,0,0
1,QP,190,0,0,0,0,0
1,SC,191,0,0,0,0,0
1,LP,191,0,0,0,0,0
1,QP,191,0,0,0,0,0
1,SC,192,0,0,0,0,0
1,LP,192,0,0,0,0,0
1,QP,192,0,0,0,0,0
1,SC,193,0,0,0,0,0
1,LP,193,0,0,0,0,0
1,QP,193,0,0,0,0,0
1,SC,194,0,0,0,0,0
1,LP,194,0,0,0,0,0
1,QP,194,0,0,0,0,0
1,SC,195,0,0,0,0,0
1,LP,195,0,0,0,0,0
1,QP,195,0,0,0,0,0
1,SC,196,0,0,0,0,0
1,LP,196,0,0,0,0,0
1,QP,196,0,0,0,0,0
1,SC,197,0,0,0,0,0
1,LP,197,0,0,0,0,0
1,QP,197,0,0,0,0,0
1,SC,198,0,0,0,0,0
1,LP,198,0,0,0,0,0
1,QP,198,0,0,0,0,0
1,SC,199,0,0,0,0,0
1,LP,199,0,0,0,0,0
1,QP,199,0,0,0,0,0
1,SC,200,0,0,0,0,0
1,LP,200,0,0,0,0,0
1,QP,200,0,0,0,0,0
1,SC,201,0,0,0,0,0
1,LP,201,0,0,0,0,0
1,QP,201,0,0,0,0,0
1,SC,202,0,0,0,0,0
1,LP,202,0,0,0,0,0
1,QP,202,0,0,0,0,0
1,SC,203,0,0,0,0,0
1,LP,203,0,0,0,0,0
1,QP,203,0,0,0,0,0
1,SC,204,0,0,0,0,0
1,LP,204,0,0,0,0,0
1,QP,204,0,0,0,0,0
1,SC,205,0,0,0,0,0
1,LP,205,0,0,0,0,0
1,QP,205,0,0,0,0,0
1,SC,206,0,0,0,0,0
1,LP,206,0,0,0,0,0
1,QP,206,0,0,0,0,0
1,SC,207,0,0,0,0,0
1,LP,207,0,0,0,0,0
1,QP,207,0,0,0,0,0
1,SC,208,0,0,0,0,0
1,LP,208,0,0,0,0,0
1,QP,208,0,0,0,0,0
1,SC,209,0,0,0,0,0
1,LP,209,0,0,0,0,0
1,QP,209,0,0,0,0,0
1,SC,210,0,0,0,0,0
1,LP,210,0,0,0,0,0
1,QP,210,0,0,0,0,0
1,SC,211,0,0,0,0,0
1,LP,211,0,0,0,0,0
1,QP,211,0,0,0,0,0
1,SC,212,0,0,0,0,0
1,LP,212,0,0,0,0,0
1,QP,212,0,0,0,0,0
1,SC,213,0,0,0,0,0
1,LP,213,0,0,0,0,0
1,QP,213,0,0,0,0,0
1,SC,214,0,0,0,0,0
1,LP,214,0,0,0,0,0
1,QP,214,0,0,0,0,0
1,SC,215,0,0,0,0,0
1,LP,215,0,0,0,0,0
1,QP,215,0,0,0,0,0
1,SC,216,0,0,0,0,0
1,LP,216,0,0,0,0,0
1,QP,216,0,0,0,0,0
1,SC,217,0,0,0,0,0
1,LP,217,0,0,0,0,0
1,QP,217,0,0,0,0,0
1,SC,218,0,0,0,0,0
1,LP,218,0,0,0,0,0
1,QP,218,0,0,0,0,0
1,SC,219,0,0,0,0,0
1,LP,219,0,0,0,0,0
1,QP,219,0,0,0,0,0
1,SC,220,0,0,0,0,0
1,LP,220,0,0,0,0,0
1,QP,220,0,0,0,0,0
1,SC,221,0,0,0,0,0
1,LP,221,0,0,0,0,0
1,QP,221,0,0,0,0,0
1,SC,222,0,0,0,0,0
1,LP,222,0,0,0,0,0
1,QP,222,0,0,0,0,0
1,SC,223,0,0,0,0,0
1,LP,223,0,0,0,0,0
1,QP,223,0,0,0,0,0
1,SC,224,0,0,0,0,0
1,LP,224,0,0,0,0,0
1,QP,224,0,0,0,0,0
1,SC,225,0,0,0,0,0
1,LP,225,0,0,0,0,0
1,QP,225,0,0,0,0,0
1,SC,226,0,0,0,0,0
1,LP,226,0,0,0,0,0
1,QP,226,0,0,0,0,0
1,SC,227,0,0,0,0,0
1,LP,227,0,0,0,0,0
1,QP,227,0,0,0,0,0
1,SC,228,0,0,0,0,0
1,LP,228,0,0,0,0,0
1,QP,228,0,0,0,0,0
1,SC,229,0,0,0,0,0
1,LP,229,0,0,0,0,0
1,QP,229,0,0,0,0,0
1,SC,230,0,0,0,0,0
1,LP,230,0,0,0,0,0
1,QP,230,0,0,0,0,0
1,SC,231,0,0,0,0,0
1,LP,231,0,0,0,0,0
1,QP,231,0,0,0,0,0
1,SC,232,0,0,0,0,0
1,LP,232,0,0,0,0,0
1,QP,232,0,0,0,0,0
1,SC,233,0,0,0,0,0
1,LP,233,0,0,0,0,0
1,QP,233,0,0,0,0,0
1,SC,234,0,0,0,0,0
1,LP,234,0,0,0,0,0
1,QP,234,0,0,0,0,0
1,SC,235,0,0,0,0,0
1,LP,235,0,0,0,0,0
1,QP,235,0,0,0,0,0
1,SC,236,0,0,0,0,0
1,LP,236,0,0,0,0,0
1,QP,236,0,0,0,0,0
1,SC,237,0,0,0,0,0
1,LP,237,0,0,0,0,0
1,QP,237,0,0,0,0,0
1,SC,238,0,0,0,0,0
1,LP,238,0,0,0,0,0
1,QP,238,0,0,0,0,0
1,SC,239,0,0,0,0,0
1,LP,239,0,0,0,0,0
1,QP,239,0,0,0,0,0
1,SC,240,0,0,0,0,0
1,LP,240,0,0,0,0,0
1,QP,240,0,0,0,0,0
1,SC,241,0,0,0,0,0
1,LP,241,0,0,0,0,0
1,QP,241,0,0,0,0,0
1,SC,242,0,0,0,0,0
1,LP,242,0,0,0,0,0
1,QP,242,0,0,0,0,0
1,SC,243,0,0,0,0,0
1,LP,243,0,0,0,0,0
1,QP,243,0,0,0,0,0
1,SC,244,0,0,0,0,0
1,LP,244,0,0,0,0,0
1,QP,244,0,0,0,0,0
1,SC,245,0,0,0,0,0
1,LP,245,0,0,0,0,0
1,QP,245,0,0,0,0,0
1,SC,246,0,0,0,0,0
1,LP,246,0,0,0,0,0
1,QP,246,0,0,0,0,0
1,SC,247,0,0,0,0,0
1,LP,247,0,0,0,0,0
1,QP,247,0,0,0,0,0
1,SC,248,0,0,0,0,0
1,LP,248,0,0,0,0,0
1,QP,248,0,0,0,0,0
1,SC,249,0,0,0,0,0
1,LP,249,0,0,0,0,0
1,QP,249,0,0,0,0,0
1,SC,250,0,0,0,0,0
1,LP,250,0,0,0,0,0
1,QP,250,0,0,0,0,0
1,SC,251,0,0,0,0,0
1,LP,251,0,0,0,0,0
1,QP,251,0,0,0,0,0
1,SC,252,0,0,0,0,0
1,LP,252,0,0,0,0,0
1,QP,252,0,0,0,0,0
1,SC,253,0,0,0,0,0
1,LP,253,0,0,0,0,0
1,QP,253,0,0,0,0,0
1,SC,254,0,0,0,0,0
1,LP,254,0,0,0,0,0
1,QP,254,0,0,0,0,0
1,SC,255,0,0,0,0,0
1,LP,255,0,0,0,0,0
1,QP,255,0,0,0,0,0
1,SC,256,0,0,0,0,0
1,LP,256,0,0,0,0,0
1,QP,256,0,0,0,0,0
1,SC,257,0,0,0,0,0
1,LP,257,0,0,0,0,0
1,QP,257,0,0,0,0,0
1,SC,258,0,0,0,0,0
1,LP,258,0,0,0,0,0
1,QP,258,0,0,0,0,0
1,SC,259,0,0,0,0,0
1,LP,259,0,0,0,0,0
1,QP,259,0,0,0,0,0
1,SC,260,0,0,0,0,0
1,LP,260,0,0,0,0,0
1,QP,260,0,0,0,0,0
1,SC,261,0,0,0,0,0
1,LP,261,0,0,0,0,0
1,QP,261,0,0,0,0,0
1,SC,262,0,0,0,0,0
1,LP,262,0,0,0,0,0
1,QP,262,0,0,0,0,0
1,SC,263,0,0,0,0,0
1,LP,263,0,0,0,0,0
1,QP,263,0,0,0,0,0
1,SC,264,0,0,0,0,0
1,LP,264,0,0,0,0,0
1,QP,264,0,0,0,0,0
1,SC,265,0,0,0,0,0
1,LP,265,0,0,0,0,0
1,QP,265,0,0,0,0,0
1,SC,266,0,0,0,0,0
1,LP,266,0,0,0,0,0
1,QP,266,0,0,0,0,0
1,SC,267,0,0,0,0,0
1,LP,267,0,0,0,0,0
1,QP,267,0,0,0,0,0
1,SC,268,0,0,0,0,0
1,LP,268,0,0,0,0,0
1,QP,268,0,0,0,0,0
1,SC,269,0,0,0,0,0
1,LP,269,0,0,0,0,0
1,QP,269,0,0,0,0,0
1,SC,270,0,0,0,0,0
1,LP,270,0,0,0,0,0
1,QP,270,0,0,0,0,0
1,SC,271,0,0,0,0,0
1,LP,271,0,0,0,0,0
1,QP,271,0,0,0,0,0
1,SC,272,0,0,0,0,0
